shopper_ID,county,group,event,event date
13908982,Contra Costa,C,card issued,10/4/19
83950921,Santa Clara,C,background check,9/25/19
58817862,Santa Clara,C,orientation,11/7/19
14300521,Santa Clara,C,orientation,11/4/19
30956078,Contra Costa,T,card issued,9/25/19
11334664,Alameda,C,application,9/10/19
15090803,Contra Costa,T,background check,8/30/19
30888984,Contra Costa,C,application,9/6/19
97830754,Contra Costa,T,application,9/14/19
40801107,Contra Costa,C,orientation,11/9/19
73510004,Contra Costa,T,orientation,10/31/19
13747923,San Francisco,T,first delivery complete,11/10/19
42336319,Marin,C,application,9/19/19
32323154,Marin,C,application,8/25/19
65456296,San Mateo,C,card issued,11/1/19
35670155,Contra Costa,C,application,9/19/19
88434781,Contra Costa,C,card issued,10/13/19
36343580,San Mateo,C,card issued,10/4/19
53609044,Santa Clara,T,application,9/18/19
55990704,Alameda,T,card issued,10/10/19
37014832,San Mateo,C,application,9/5/19
51500978,Marin,T,background check,9/24/19
71378517,Contra Costa,T,card issued,9/24/19
36392246,Marin,C,first delivery complete,9/12/19
64184916,Contra Costa,C,orientation,10/20/19
87657486,San Francisco,C,card issued,9/18/19
85633142,Marin,C,card issued,10/28/19
25459075,Marin,C,card issued,9/14/19
56551362,Alameda,C,orientation,9/4/19
49971763,San Francisco,T,card issued,10/1/19
36975361,Contra Costa,T,card issued,8/30/19
31778114,San Francisco,T,background check,9/8/19
87922031,Alameda,C,orientation,9/23/19
17713841,Contra Costa,T,card issued,11/3/19
23649684,San Mateo,T,application,9/10/19
23818338,San Francisco,C,background check,10/4/19
41785262,Santa Clara,C,background check,9/7/19
60505890,Contra Costa,C,card issued,10/19/19
19847435,Contra Costa,T,card issued,10/15/19
50015232,Marin,C,application,9/16/19
81495050,Contra Costa,C,first delivery complete,10/29/19
27589756,San Mateo,T,first delivery complete,11/14/19
93010646,San Francisco,C,card issued,9/29/19
87717066,Santa Clara,C,card issued,9/30/19
98163169,Santa Clara,C,first delivery complete,9/26/19
70799621,San Francisco,T,application,8/28/19
53271737,San Mateo,T,card issued,10/13/19
90652438,Alameda,C,card issued,10/3/19
49426043,San Mateo,T,card issued,9/17/19
67004175,San Francisco,C,card issued,10/11/19
61151034,Contra Costa,T,card issued,10/15/19
25737026,San Francisco,C,background check,8/30/19
94874795,Alameda,T,orientation,10/18/19
19961219,Santa Clara,C,first delivery complete,10/26/19
53449552,San Mateo,T,background check,9/22/19
70531958,Marin,T,orientation,10/16/19
48757872,Marin,C,first delivery complete,11/15/19
42310848,Alameda,C,first delivery complete,11/1/19
58152468,Marin,C,card issued,10/5/19
60968638,Marin,C,first delivery complete,11/7/19
70176453,Marin,T,first delivery complete,10/23/19
44072808,Contra Costa,C,application,8/27/19
54633832,San Francisco,T,application,9/6/19
20716259,San Mateo,T,card issued,9/12/19
85259259,Marin,T,background check,9/23/19
84509549,Contra Costa,T,application,9/8/19
79235045,Alameda,C,background check,9/18/19
25280231,Marin,C,card issued,10/21/19
55797116,San Francisco,T,background check,9/9/19
31889241,Marin,C,background check,9/29/19
82176341,Alameda,C,background check,9/2/19
39655439,Santa Clara,C,application,8/27/19
95692077,Santa Clara,C,application,8/24/19
55732605,Santa Clara,T,orientation,11/21/19
59046179,Santa Clara,C,background check,9/21/19
94484422,Alameda,C,application,9/8/19
66207980,Contra Costa,T,orientation,11/13/19
54914806,Marin,C,background check,9/10/19
94657149,Alameda,C,background check,9/19/19
52884480,Contra Costa,T,background check,9/13/19
30206034,Alameda,C,background check,9/7/19
97958970,San Francisco,C,background check,9/15/19
94048592,Marin,C,application,9/16/19
91739715,San Mateo,T,orientation,10/31/19
81193515,San Mateo,T,card issued,11/8/19
90621920,Contra Costa,C,application,9/11/19
11368366,Marin,C,background check,10/11/19
33160116,Marin,T,background check,9/22/19
85382969,Contra Costa,C,application,8/24/19
52379231,San Francisco,C,card issued,9/28/19
89130727,Santa Clara,C,background check,9/24/19
90912218,Santa Clara,C,background check,9/15/19
60155393,Contra Costa,C,orientation,10/22/19
81782527,San Francisco,C,background check,9/1/19
42756012,Contra Costa,C,card issued,10/11/19
55524268,San Francisco,T,orientation,10/4/19
52213432,San Francisco,T,first delivery complete,11/30/19
50049334,San Francisco,T,orientation,11/7/19
97509540,Contra Costa,T,orientation,10/12/19
65041288,Santa Clara,C,background check,9/30/19
55049741,Marin,T,orientation,10/21/19
81103397,Alameda,T,orientation,11/11/19
89258927,San Francisco,T,card issued,9/27/19
54114061,Contra Costa,C,background check,9/14/19
96283608,San Francisco,T,card issued,11/8/19
31107969,Contra Costa,C,background check,9/11/19
73723571,Santa Clara,C,card issued,10/6/19
65341230,Marin,C,first delivery complete,10/31/19
65313758,San Mateo,T,background check,9/20/19
66705533,Contra Costa,C,application,9/21/19
10345205,Contra Costa,C,background check,8/31/19
79709457,Marin,C,card issued,9/26/19
18849626,Santa Clara,C,first delivery complete,12/20/19
74253134,Contra Costa,T,first delivery complete,10/25/19
53999970,Alameda,T,background check,9/21/19
10851972,Contra Costa,C,application,9/10/19
71541155,Contra Costa,T,card issued,8/28/19
25812311,Marin,T,orientation,10/21/19
29814194,Contra Costa,C,application,9/5/19
25509742,Contra Costa,T,card issued,10/6/19
68745965,Alameda,C,card issued,11/5/19
15517219,San Francisco,T,application,9/1/19
13017113,Marin,C,orientation,11/17/19
98478294,Santa Clara,T,background check,9/18/19
77943855,Contra Costa,T,first delivery complete,10/23/19
67528655,Contra Costa,C,application,9/19/19
19936154,Alameda,T,background check,9/10/19
84011602,Santa Clara,T,first delivery complete,10/11/19
82176097,Santa Clara,C,application,8/23/19
53906892,Marin,C,orientation,11/14/19
42051750,San Mateo,T,orientation,9/28/19
38194840,San Francisco,T,orientation,10/7/19
31273172,Alameda,C,orientation,10/30/19
84266229,Contra Costa,T,application,8/29/19
60740118,Contra Costa,T,application,9/16/19
20388825,San Francisco,T,first delivery complete,10/16/19
87990184,Contra Costa,T,card issued,9/23/19
90705279,Marin,T,background check,9/26/19
66353352,San Francisco,C,background check,8/28/19
42826467,San Francisco,C,application,9/3/19
79215786,San Mateo,T,application,9/20/19
11543674,Marin,C,application,9/1/19
87886594,Contra Costa,T,application,8/25/19
59083574,San Mateo,T,application,9/11/19
58703547,San Francisco,T,application,9/5/19
62694492,San Francisco,T,card issued,9/4/19
68971645,Santa Clara,C,card issued,10/24/19
75639743,Marin,C,background check,9/25/19
89117031,Alameda,T,application,9/15/19
60718033,Marin,C,background check,9/28/19
62903723,Contra Costa,T,application,9/2/19
17856234,San Francisco,C,background check,9/8/19
40486226,Contra Costa,C,application,9/12/19
61433007,Alameda,C,background check,9/17/19
38318121,Alameda,C,orientation,9/30/19
24841824,Alameda,T,background check,10/15/19
93674441,Contra Costa,T,application,9/10/19
38167932,San Francisco,T,background check,10/2/19
31433271,Contra Costa,T,application,9/21/19
86934430,San Francisco,T,application,9/18/19
99605719,Marin,C,background check,9/12/19
50060187,Marin,C,application,9/2/19
93748774,San Mateo,T,background check,10/13/19
42168360,San Francisco,T,card issued,10/27/19
79788066,Alameda,C,application,9/21/19
75340892,San Francisco,C,orientation,10/2/19
26705258,Alameda,C,background check,9/20/19
37237495,Contra Costa,C,application,9/12/19
55534631,Marin,C,card issued,10/12/19
45394181,San Mateo,T,background check,9/20/19
93050043,Contra Costa,C,orientation,9/30/19
32172729,San Francisco,C,application,9/18/19
65182716,Alameda,C,application,8/23/19
98244389,Marin,C,card issued,10/22/19
70402747,San Mateo,C,orientation,9/22/19
86983345,Alameda,C,application,9/9/19
38413177,Santa Clara,T,orientation,10/1/19
51380457,Santa Clara,C,application,9/18/19
73690573,Alameda,C,background check,8/29/19
57167108,Santa Clara,T,application,9/8/19
91054611,Marin,C,card issued,10/29/19
10625416,Santa Clara,T,background check,9/26/19
31310476,Santa Clara,T,orientation,10/25/19
79830048,Santa Clara,C,application,8/29/19
89057924,San Francisco,T,background check,9/24/19
38196204,San Mateo,C,card issued,10/29/19
65298027,San Francisco,C,background check,9/9/19
47943357,Alameda,T,card issued,10/10/19
80024286,San Mateo,T,first delivery complete,10/6/19
16501791,Santa Clara,T,background check,8/30/19
74991977,San Mateo,T,first delivery complete,10/31/19
12642296,Alameda,T,card issued,10/8/19
92910909,Marin,T,application,9/15/19
40728491,Marin,C,application,8/26/19
13179382,Marin,C,first delivery complete,9/29/19
71505468,San Francisco,T,first delivery complete,10/4/19
81180509,San Mateo,T,orientation,11/19/19
81736432,Contra Costa,C,card issued,10/10/19
81900695,San Francisco,C,first delivery complete,11/8/19
56115593,Contra Costa,T,background check,9/8/19
54489647,San Francisco,T,application,8/27/19
71181529,San Mateo,C,card issued,9/26/19
64387118,Alameda,T,background check,9/9/19
48736126,San Francisco,T,background check,9/19/19
55869628,Alameda,C,application,9/5/19
96166977,Contra Costa,C,background check,9/16/19
35580270,Alameda,T,background check,9/7/19
97715550,Alameda,C,card issued,9/24/19
64573041,Santa Clara,T,orientation,10/12/19
58349504,San Mateo,T,application,8/29/19
99034964,Contra Costa,C,first delivery complete,12/12/19
78766372,San Francisco,C,background check,10/6/19
19674252,Santa Clara,T,orientation,9/27/19
12691983,Alameda,C,background check,9/22/19
48547173,Santa Clara,C,first delivery complete,11/21/19
86320629,San Mateo,T,background check,9/24/19
95412778,Santa Clara,C,background check,10/7/19
66043091,Santa Clara,C,background check,9/18/19
75167051,Contra Costa,C,application,9/15/19
92815119,San Mateo,C,application,8/27/19
58424598,Santa Clara,C,card issued,9/29/19
58433673,Contra Costa,C,application,9/18/19
51207221,Contra Costa,C,background check,9/23/19
93194178,Alameda,C,orientation,9/26/19
69715576,Alameda,C,background check,9/19/19
50045960,San Francisco,C,background check,9/20/19
84120539,Alameda,T,first delivery complete,10/7/19
69640606,Contra Costa,C,application,8/29/19
14071680,San Mateo,T,orientation,10/5/19
27738297,Alameda,C,first delivery complete,11/11/19
92276964,San Francisco,T,first delivery complete,10/23/19
46359816,Santa Clara,T,orientation,12/2/19
40504892,San Francisco,C,orientation,9/27/19
87081380,San Francisco,C,application,9/15/19
28876249,Alameda,C,first delivery complete,11/10/19
31223895,Contra Costa,T,card issued,10/29/19
54941235,Contra Costa,T,first delivery complete,11/7/19
23310961,San Francisco,C,background check,9/22/19
13335480,Santa Clara,T,first delivery complete,12/8/19
70158737,Santa Clara,T,application,9/2/19
63249638,San Mateo,T,background check,9/17/19
90591956,Contra Costa,C,card issued,9/14/19
28112313,San Mateo,T,application,9/14/19
86365838,San Francisco,C,background check,10/18/19
36509834,San Francisco,T,card issued,10/4/19
96045923,Marin,C,background check,9/5/19
18666655,Marin,C,first delivery complete,10/21/19
36664046,Marin,T,background check,9/21/19
21230561,Alameda,C,orientation,10/31/19
26672747,Alameda,T,orientation,10/14/19
19305634,San Francisco,T,background check,8/27/19
45990144,Marin,C,card issued,10/4/19
25671973,Marin,C,card issued,9/30/19
63379283,San Francisco,T,first delivery complete,10/2/19
92522021,San Mateo,C,first delivery complete,10/16/19
30067795,Santa Clara,C,orientation,10/10/19
52271524,Contra Costa,T,card issued,9/21/19
81053331,Alameda,C,first delivery complete,10/24/19
84457793,San Francisco,T,background check,8/28/19
40216939,Alameda,C,application,8/30/19
55885143,Santa Clara,C,background check,9/8/19
95496573,Alameda,C,card issued,10/27/19
86449229,Alameda,C,background check,9/30/19
49600138,San Francisco,T,card issued,9/19/19
80763766,Contra Costa,C,card issued,10/9/19
39822758,Contra Costa,C,application,9/11/19
79275515,Contra Costa,C,application,9/9/19
61834561,Marin,C,background check,9/25/19
45361470,Contra Costa,C,card issued,9/28/19
67943635,San Francisco,T,application,9/4/19
26647624,Marin,C,orientation,11/3/19
13747923,San Francisco,T,card issued,9/30/19
38115713,Santa Clara,C,card issued,11/13/19
42659415,Santa Clara,T,application,9/4/19
63379283,San Francisco,T,application,8/26/19
41946954,San Mateo,C,application,8/25/19
35045525,Santa Clara,T,card issued,9/30/19
50829507,Santa Clara,T,orientation,10/14/19
62608177,San Francisco,T,card issued,11/5/19
74316363,Marin,T,background check,9/27/19
96927386,San Francisco,T,application,8/28/19
72865263,Alameda,T,background check,9/27/19
16770715,Santa Clara,C,background check,9/21/19
42715798,Santa Clara,C,application,9/4/19
61102067,Marin,C,first delivery complete,11/2/19
94315398,Contra Costa,C,background check,9/13/19
49078527,Contra Costa,C,application,8/23/19
55797112,Marin,T,first delivery complete,10/27/19
18749582,Alameda,C,background check,9/20/19
73078909,Santa Clara,T,first delivery complete,12/8/19
47992567,Marin,T,application,9/8/19
42582664,Santa Clara,C,orientation,11/7/19
54082915,San Mateo,C,first delivery complete,11/17/19
70636670,Santa Clara,T,background check,9/1/19
72291863,San Francisco,T,background check,9/7/19
18278253,Santa Clara,C,card issued,10/1/19
35700169,Santa Clara,C,application,9/17/19
64883048,Alameda,C,card issued,10/27/19
96493476,Alameda,T,first delivery complete,10/20/19
21759012,San Mateo,T,orientation,11/4/19
81640997,Marin,C,background check,10/4/19
16673305,Alameda,C,card issued,10/12/19
24033515,Contra Costa,C,background check,9/25/19
81594638,Contra Costa,T,application,9/19/19
14266407,Marin,T,application,9/2/19
65820789,Contra Costa,C,orientation,10/27/19
63048819,Contra Costa,T,application,9/1/19
87280521,Santa Clara,C,orientation,10/20/19
58611420,Santa Clara,C,background check,9/13/19
33670833,Marin,C,card issued,10/1/19
57320042,Santa Clara,C,orientation,10/8/19
69044887,Alameda,C,first delivery complete,11/4/19
53365284,San Francisco,T,first delivery complete,10/28/19
82722212,Contra Costa,T,orientation,10/9/19
97715550,Alameda,C,background check,9/19/19
24122183,Contra Costa,T,application,9/18/19
94476354,San Francisco,T,application,9/5/19
23660175,San Mateo,T,application,8/28/19
46297237,Contra Costa,T,application,9/3/19
41010046,Contra Costa,C,application,9/2/19
64519529,San Francisco,T,first delivery complete,11/7/19
24819120,San Francisco,T,application,9/11/19
68764305,Santa Clara,T,card issued,10/14/19
26544608,San Francisco,T,orientation,10/22/19
25271008,San Francisco,T,application,9/8/19
15154471,Marin,T,orientation,11/16/19
96777673,Alameda,C,background check,9/24/19
58146430,Contra Costa,C,application,9/19/19
69255295,Alameda,C,orientation,10/14/19
76586185,Contra Costa,T,first delivery complete,11/28/19
17539187,Contra Costa,C,card issued,10/1/19
82074760,San Francisco,T,orientation,10/1/19
82990916,San Mateo,C,application,9/12/19
76587388,San Mateo,T,first delivery complete,10/25/19
43621582,Alameda,C,orientation,10/27/19
94136557,Alameda,T,background check,9/9/19
82103111,Alameda,C,first delivery complete,12/1/19
34788013,San Francisco,T,application,8/27/19
92910909,Marin,T,card issued,10/25/19
78969286,Marin,C,application,9/15/19
81692506,Contra Costa,C,background check,9/28/19
33447955,Santa Clara,C,first delivery complete,10/22/19
29743469,Alameda,T,background check,9/24/19
62843708,Contra Costa,C,application,9/20/19
92633310,Santa Clara,C,orientation,9/30/19
10990812,Santa Clara,C,application,9/1/19
90927041,San Francisco,T,application,8/31/19
42620237,San Mateo,T,background check,10/13/19
41506460,Contra Costa,C,orientation,10/25/19
14986417,Santa Clara,T,background check,9/19/19
26986919,Santa Clara,C,application,9/2/19
24847851,Santa Clara,C,application,8/27/19
68236265,Marin,C,application,8/30/19
72810620,Alameda,T,card issued,10/7/19
35354512,Contra Costa,T,application,9/3/19
54833390,San Francisco,C,background check,10/15/19
89169242,Alameda,C,application,8/26/19
50871721,Santa Clara,T,application,9/15/19
47934540,Santa Clara,C,orientation,10/6/19
88868156,Santa Clara,T,card issued,9/26/19
33206076,San Francisco,C,application,8/30/19
68322203,Alameda,C,background check,9/2/19
83647296,Alameda,C,first delivery complete,10/30/19
47186310,Santa Clara,T,background check,8/31/19
46552292,Santa Clara,C,card issued,10/4/19
42052276,Alameda,T,application,8/31/19
10926254,Santa Clara,C,background check,9/15/19
61441083,Contra Costa,C,background check,8/30/19
46157434,Alameda,C,background check,9/4/19
82512861,Alameda,T,orientation,11/29/19
21024545,Alameda,T,application,9/8/19
87802482,Santa Clara,C,application,9/5/19
39372489,San Francisco,T,background check,9/11/19
53405084,Santa Clara,T,card issued,10/3/19
66513008,Contra Costa,T,card issued,11/10/19
15346522,San Francisco,T,card issued,10/12/19
77983104,Santa Clara,T,card issued,10/10/19
54887593,Santa Clara,T,application,8/27/19
80428473,San Francisco,T,background check,10/6/19
74489263,Alameda,C,orientation,10/18/19
19681187,Alameda,C,application,9/17/19
83911188,San Francisco,T,background check,10/14/19
47452515,San Francisco,C,background check,9/17/19
10545075,San Francisco,T,application,9/17/19
72972204,San Mateo,T,card issued,10/6/19
19801518,Marin,C,application,9/4/19
79709991,Alameda,T,application,9/6/19
96120684,Contra Costa,C,card issued,9/30/19
48300562,Alameda,C,application,9/14/19
65553157,San Mateo,T,orientation,10/11/19
74316930,Alameda,C,application,9/6/19
93805682,Contra Costa,T,application,8/30/19
74134620,San Francisco,T,first delivery complete,10/31/19
71447894,Marin,C,orientation,12/1/19
35487383,San Mateo,C,first delivery complete,10/23/19
50375945,Contra Costa,T,application,9/12/19
96278715,Contra Costa,C,application,9/17/19
71001395,Alameda,C,application,9/5/19
80555779,Contra Costa,T,background check,9/10/19
75963412,Santa Clara,C,first delivery complete,10/25/19
27969473,Marin,C,first delivery complete,10/28/19
25489425,Santa Clara,C,card issued,10/18/19
54307842,Alameda,C,application,9/3/19
33018253,Contra Costa,C,card issued,10/8/19
78475303,Santa Clara,C,application,8/25/19
13281247,Contra Costa,C,application,8/23/19
14301025,San Francisco,T,application,9/7/19
64654390,Contra Costa,T,application,9/4/19
13524679,San Francisco,C,orientation,10/22/19
36446802,San Francisco,T,orientation,10/31/19
17525105,Contra Costa,T,application,9/8/19
42526192,Contra Costa,T,card issued,10/12/19
10449633,San Francisco,C,orientation,9/30/19
55002551,Alameda,T,orientation,10/25/19
11229149,Contra Costa,C,background check,9/27/19
21019758,Santa Clara,C,first delivery complete,11/12/19
58103334,San Francisco,T,orientation,10/5/19
82159513,Contra Costa,C,application,8/25/19
54416131,Santa Clara,T,first delivery complete,11/9/19
85582789,Santa Clara,T,application,9/19/19
94901082,Alameda,C,application,9/18/19
58384449,Marin,C,first delivery complete,10/6/19
11987264,San Mateo,C,background check,9/3/19
31333624,Alameda,C,orientation,10/24/19
12557662,Contra Costa,T,background check,9/10/19
64607712,Alameda,T,background check,9/23/19
35086717,Marin,C,card issued,9/29/19
50439926,Santa Clara,C,orientation,10/1/19
78392117,San Francisco,T,card issued,9/19/19
82739683,Alameda,T,orientation,10/11/19
49445723,San Francisco,T,orientation,11/6/19
45877819,Santa Clara,C,orientation,10/11/19
35957412,Contra Costa,C,application,9/22/19
69320101,Alameda,T,first delivery complete,11/30/19
24157139,San Francisco,T,background check,9/27/19
77384222,San Mateo,T,orientation,11/4/19
92075144,Santa Clara,C,orientation,10/30/19
25518183,Marin,T,card issued,10/3/19
51108526,San Francisco,T,application,8/27/19
15154471,Marin,T,background check,9/22/19
20292696,San Francisco,T,background check,10/1/19
80796327,San Mateo,T,background check,9/26/19
16941624,Marin,T,background check,8/31/19
86098172,Marin,C,application,9/11/19
42582664,Santa Clara,C,first delivery complete,11/30/19
95797594,Alameda,T,first delivery complete,11/16/19
85531782,Alameda,T,orientation,9/20/19
31195266,San Francisco,T,orientation,10/12/19
91258221,Marin,C,application,9/9/19
17205768,Marin,C,first delivery complete,10/21/19
87641572,Alameda,C,application,9/22/19
27573167,Alameda,T,background check,10/1/19
55239749,Marin,T,background check,9/15/19
50820944,Alameda,C,card issued,9/9/19
24075642,San Mateo,T,orientation,10/10/19
70899303,Contra Costa,T,card issued,10/2/19
14131404,San Francisco,T,background check,9/21/19
32465388,Alameda,T,orientation,11/27/19
37318255,Alameda,C,background check,9/1/19
89757055,Marin,C,card issued,10/16/19
36239641,Contra Costa,T,card issued,9/22/19
33980524,Marin,T,first delivery complete,12/7/19
84478527,San Francisco,T,card issued,10/17/19
32627949,Contra Costa,T,background check,9/24/19
68838247,San Mateo,T,application,8/26/19
81997248,Marin,C,application,9/19/19
72476510,Santa Clara,T,application,8/28/19
86551644,San Francisco,T,first delivery complete,10/23/19
72196683,Marin,C,application,9/21/19
65165421,San Francisco,T,application,9/15/19
52496458,Santa Clara,C,orientation,10/18/19
28018661,Alameda,C,card issued,10/29/19
73610126,Contra Costa,C,application,8/26/19
44313638,Marin,T,first delivery complete,11/16/19
93380680,San Francisco,C,background check,10/4/19
17027413,Alameda,T,orientation,10/24/19
52855402,San Francisco,T,application,9/3/19
39103303,Contra Costa,C,background check,9/21/19
77294638,Contra Costa,C,background check,9/10/19
54600096,Contra Costa,T,application,8/23/19
95901184,Alameda,C,first delivery complete,10/30/19
93312179,Contra Costa,T,background check,9/16/19
72006829,San Francisco,T,background check,9/27/19
20205925,Alameda,C,application,9/11/19
86187627,Alameda,C,orientation,10/26/19
71560886,San Francisco,T,application,9/3/19
74241130,Marin,C,orientation,10/19/19
19674252,Santa Clara,T,card issued,9/14/19
59706048,Alameda,T,orientation,10/21/19
85282415,Santa Clara,C,background check,9/11/19
25641197,Contra Costa,C,card issued,10/9/19
16227890,San Francisco,C,background check,10/8/19
48853905,Santa Clara,C,background check,9/28/19
82950758,Marin,C,background check,9/12/19
25367780,San Mateo,T,application,9/14/19
18362087,Alameda,C,background check,9/28/19
85527174,San Francisco,T,card issued,9/28/19
64356477,Santa Clara,C,card issued,9/23/19
94265857,Santa Clara,T,background check,9/15/19
75741694,San Francisco,C,card issued,10/6/19
64752766,Alameda,C,background check,9/26/19
14266407,Marin,T,background check,9/16/19
35972003,San Francisco,C,card issued,9/19/19
99066378,Contra Costa,C,background check,9/28/19
72083909,Alameda,T,background check,10/1/19
33077458,Santa Clara,C,card issued,10/7/19
86439372,San Mateo,T,background check,9/13/19
95389661,San Francisco,C,first delivery complete,12/1/19
66276107,Contra Costa,T,card issued,10/14/19
58599286,Contra Costa,T,application,9/15/19
11589231,San Francisco,T,background check,9/30/19
36219307,Marin,T,card issued,9/28/19
46095210,Contra Costa,C,background check,9/17/19
69698237,Alameda,C,card issued,9/15/19
59856856,Alameda,C,background check,8/30/19
81992173,Santa Clara,C,background check,10/11/19
96159759,San Mateo,T,background check,10/6/19
87802482,Santa Clara,C,orientation,10/24/19
79232977,Contra Costa,C,background check,9/28/19
31839198,Alameda,C,card issued,10/28/19
68529329,Contra Costa,C,orientation,9/18/19
35096659,Alameda,C,card issued,9/10/19
12955831,Contra Costa,T,application,8/26/19
45648897,Marin,C,application,9/11/19
17879351,Santa Clara,T,first delivery complete,10/10/19
70397475,Contra Costa,C,orientation,10/17/19
92131207,Contra Costa,C,background check,10/14/19
34694485,San Francisco,T,background check,9/30/19
12783487,San Mateo,T,orientation,10/24/19
82439329,Contra Costa,C,application,9/5/19
96734697,Marin,C,background check,9/21/19
11256181,Santa Clara,T,application,8/25/19
81915469,Marin,C,background check,9/18/19
47229787,San Francisco,T,application,8/24/19
81579711,San Mateo,T,background check,9/2/19
79193550,Contra Costa,T,orientation,11/1/19
36130009,Alameda,C,application,9/6/19
35487383,San Mateo,C,card issued,9/28/19
86477981,Santa Clara,T,card issued,10/2/19
46420583,Santa Clara,C,card issued,10/9/19
34041792,Santa Clara,T,card issued,9/25/19
13652071,Alameda,C,first delivery complete,11/20/19
90020515,San Mateo,T,application,9/12/19
15369435,Contra Costa,T,card issued,10/20/19
78977457,Contra Costa,T,application,9/21/19
43877977,San Mateo,T,card issued,9/24/19
92736885,Alameda,T,background check,9/21/19
50841684,Contra Costa,T,orientation,11/1/19
78622413,San Mateo,C,background check,9/14/19
43808196,Contra Costa,T,orientation,11/17/19
68709473,Contra Costa,T,background check,9/4/19
43404526,San Francisco,T,background check,9/7/19
72418718,Santa Clara,C,background check,10/1/19
20760763,Contra Costa,T,application,8/31/19
13191192,San Francisco,T,background check,10/2/19
13297668,San Francisco,T,application,9/15/19
71103480,San Francisco,C,application,9/20/19
46212407,Santa Clara,C,application,9/13/19
96675546,San Mateo,C,application,8/29/19
68787094,San Francisco,C,application,8/29/19
51494722,San Francisco,C,background check,9/15/19
15221346,Contra Costa,T,card issued,11/1/19
37505059,Contra Costa,T,first delivery complete,11/12/19
24496343,Santa Clara,T,card issued,11/2/19
17538046,Alameda,T,first delivery complete,10/15/19
75536537,Alameda,C,card issued,9/30/19
85165697,Santa Clara,C,orientation,10/12/19
83123987,Contra Costa,C,first delivery complete,11/2/19
80093941,Santa Clara,C,application,8/28/19
38110818,Marin,C,orientation,11/1/19
70156849,San Francisco,T,card issued,10/11/19
12977598,Contra Costa,C,background check,9/5/19
97256214,Marin,C,application,9/2/19
90534505,Marin,C,first delivery complete,10/25/19
81313503,Santa Clara,C,application,9/3/19
64387118,Alameda,T,application,8/29/19
15644356,San Francisco,C,application,8/24/19
54069182,San Francisco,C,application,9/5/19
53535713,Contra Costa,C,card issued,11/5/19
80472759,Contra Costa,C,card issued,9/17/19
27490399,Marin,T,card issued,10/12/19
30181329,Santa Clara,T,orientation,9/21/19
86551644,San Francisco,T,application,8/25/19
67086196,Alameda,T,card issued,10/3/19
42010768,Alameda,C,background check,9/10/19
83099224,San Francisco,C,background check,9/20/19
93644964,Santa Clara,T,orientation,9/29/19
50970030,San Francisco,T,application,9/5/19
42375248,Contra Costa,C,application,9/17/19
51079993,Alameda,C,background check,9/3/19
92935289,San Francisco,C,orientation,10/8/19
48739152,Alameda,C,card issued,9/29/19
77910318,Alameda,C,background check,9/12/19
36135519,Santa Clara,C,application,8/24/19
55470650,Santa Clara,T,orientation,11/17/19
50776215,San Mateo,T,application,9/20/19
70567763,Contra Costa,C,application,8/28/19
62157532,Contra Costa,C,background check,9/17/19
32772730,Contra Costa,T,background check,9/3/19
35392093,Contra Costa,T,card issued,9/14/19
87485570,San Francisco,C,application,9/8/19
43902381,Marin,C,first delivery complete,10/31/19
82975269,Marin,C,card issued,9/30/19
27011779,Alameda,T,card issued,10/7/19
21934543,Contra Costa,T,application,9/9/19
27048290,Alameda,C,application,9/21/19
44344861,Marin,T,application,9/3/19
81589639,Santa Clara,C,application,9/5/19
71527096,Contra Costa,C,background check,9/14/19
11138534,Marin,C,background check,10/3/19
40622037,San Francisco,T,background check,9/19/19
18588591,Santa Clara,T,orientation,10/7/19
65359068,Contra Costa,T,background check,9/12/19
19970800,Contra Costa,T,background check,9/19/19
29424239,Contra Costa,T,background check,9/26/19
18973909,Contra Costa,T,application,9/13/19
62070409,Contra Costa,C,application,8/27/19
82536595,Alameda,C,card issued,11/2/19
10438252,Santa Clara,T,background check,9/18/19
87964613,San Francisco,T,card issued,10/10/19
27543130,Marin,T,background check,10/8/19
16665663,Marin,C,background check,10/4/19
87280521,Santa Clara,C,background check,10/10/19
83758641,Contra Costa,T,application,9/15/19
34359418,San Francisco,T,application,9/13/19
95734752,Contra Costa,C,application,8/25/19
98437700,Santa Clara,C,application,9/15/19
36750886,Contra Costa,T,application,9/17/19
11887096,Santa Clara,C,first delivery complete,12/7/19
88966234,Contra Costa,T,background check,10/16/19
13666585,Alameda,C,orientation,11/12/19
28800405,Contra Costa,C,first delivery complete,11/23/19
35871228,Contra Costa,C,application,8/30/19
25657569,Alameda,T,orientation,9/23/19
44968449,Santa Clara,T,orientation,10/9/19
39324760,Santa Clara,T,first delivery complete,11/8/19
77377277,Marin,T,background check,10/17/19
65369113,Santa Clara,C,application,8/26/19
31055232,San Francisco,T,orientation,11/29/19
95067474,Marin,C,card issued,10/13/19
21072362,Santa Clara,T,background check,8/25/19
31405810,San Mateo,C,card issued,10/27/19
85894293,San Francisco,T,application,8/26/19
54941235,Contra Costa,T,background check,10/9/19
55745974,Santa Clara,T,first delivery complete,12/15/19
86779073,Alameda,C,first delivery complete,10/23/19
83886057,Contra Costa,C,application,8/28/19
93528411,Contra Costa,C,orientation,9/17/19
63521149,Alameda,C,background check,10/7/19
17295846,Santa Clara,C,orientation,10/24/19
